date_of_data,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,last_visit_date,inspection_visits,complaint_visits,other_visits,total_visits,all_visit_dates,inspection_visit_dates,inspect_type_a,inspect_type_b,other_visit_dates,other_type_a,other_type_b,geocoded_address,google_proper_address,latitude,longitude,location_type,partial_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192001280,LANCASTER-NANCY CORY ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 718-2816,3540 W. AVE K-4,LANCASTER,CA,93536,Los Angeles,30,24,Licensed,2/7/00,,5/29/14,2,0,3,5,"05/29/2014, 05/29/2014, 11/16/2011, 10/07/2011, 06/03/2010","05/29/2014, 06/03/2010",0,0,"05/29/2014, 11/16/2011, 10/07/2011",1,0,"3540 W. AVE K-4, LANCASTER, CA 93536","3540 West Avenue K 4, Lancaster, CA 93536, USA",34.6701687,-118.1938989,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197416078,LANCASTER-JACK NORTHROP ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 948-6152,835 EAST AVENUE K-4,LANCASTER,CA,93535,Los Angeles,30,22,Licensed,3/3/09,,12/17/14,2,0,2,4,"12/17/2014, 01/25/2012, 01/25/2012, 12/08/2010","12/17/2014, 01/25/2012",0,1,"01/25/2012, 12/08/2010",0,0,"835 EAST AVENUE K-4, LANCASTER, CA 93535","835 East Avenue K 4, Lancaster, CA 93535, USA",34.6713655,-118.1168154,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191222728,BETHEL CHRISTIAN ACADEMY,"BETHEL BAPTIST CHURCH OF LANCASTER, THE","HAYNES, CASEY",(661) 943-2224,3100 W. AVENUE K,LANCASTER,CA,93536,Los Angeles,30,100,Licensed,1/10/90,,5/26/11,1,0,2,3,"05/26/2011, 04/12/2011, 04/08/2011",4/8/11,0,0,"04/12/2011, 05/26/2011",0,2,"3100 W. AVENUE K, LANCASTER, CA 93536","3100 West Avenue K, Lancaster, CA 93536, USA",34.673815,-118.1861572,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197403510,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTER, LLC.","HENDERSON, BRANDI",(661) 948-3570,43536 22ND STREET WEST,LANCASTER,CA,93536,Los Angeles,30,20,Licensed,5/1/97,,11/21/14,2,3,10,15,"11/21/2014, 09/26/2014, 05/24/2013, 07/05/2012, 05/17/2012, 03/20/2012, 01/26/2012, 08/25/2011, 07/25/2011, 06/24/2011, 04/29/2011, 01/12/2010, 01/12/2010, 12/22/2009, 11/22/2009","09/26/2014, 05/24/2013",0,0,"11/21/2014, 07/05/2012, 05/17/2012, 03/20/2012, 01/26/2012, 08/25/2011, 07/25/2011, 06/24/2011, 04/29/2011, 01/12/2010",2,0,"43536 22ND STREET WEST, LANCASTER, CA 93536","43536 22nd Street West, Lancaster, CA 93536, USA",34.6745019,-118.169739,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197403508,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTER, LLC.","HENDERSON, BRANDI",(661) 948-3570,43536 22ND STREET WEST,LANCASTER,CA,93536,Los Angeles,30,96,Licensed,5/1/97,,9/9/14,2,4,6,12,"09/09/2014, 01/26/2012, 08/25/2011, 06/24/2011, 06/20/2011, 04/29/2011, 12/02/2010, 11/15/2010, 12/15/2009, 12/15/2009, 11/17/2009, 11/17/2009","09/09/2014, 01/26/2012",0,0,"08/25/2011, 06/24/2011, 06/20/2011, 04/29/2011, 12/02/2010, 11/15/2010",1,0,"43536 22ND STREET WEST, LANCASTER, CA 93536","43536 22nd Street West, Lancaster, CA 93536, USA",34.6745019,-118.169739,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197403509,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS,LLC.","HENDERSON, BRANDI",(661) 948-3570,43536 22ND STREET WEST,LANCASTER,CA,93536,Los Angeles,30,45,Licensed,5/1/97,,9/9/14,3,2,3,8,"09/09/2014, 05/24/2013, 05/17/2012, 03/20/2012, 01/26/2012, 07/29/2010, 06/24/2010, 06/24/2010","09/09/2014, 05/24/2013, 06/24/2010",0,4,"05/17/2012, 03/20/2012, 01/26/2012",0,0,"43536 22ND STREET WEST, LANCASTER, CA 93536","43536 22nd Street West, Lancaster, CA 93536, USA",34.6745019,-118.169739,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197401085,LA PETITE ACADEMY INC.,LA PETITE ACADEMY INC.,"WARD, AIMEE",(661) 945-1800,43714 CHALLENGER WAY,LANCASTER,CA,93535,Los Angeles,30,92,Licensed,6/22/95,,4/8/14,2,0,5,7,"04/08/2014, 12/05/2013, 12/05/2013, 11/22/2013, 06/04/2013, 05/16/2013, 05/11/2011","11/22/2013, 05/11/2011",0,1,"04/08/2014, 12/05/2013, 12/05/2013, 06/04/2013, 05/16/2013",2,0,"43714 CHALLENGER WAY, LANCASTER, CA 93535","43714 Challenger Way, Lancaster, CA 93535, USA",34.6760258,-118.1123894,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197401086,LA PETITE ACADEMY INC.,LA PETITE ACADEMY INC.,"WARD, AIMEE",(661) 945-1800,43714 CHALLENGER WAY,LANCASTER,CA,93535,Los Angeles,30,44,Licensed,6/22/95,,12/5/13,2,0,2,4,"12/05/2013, 11/22/2013, 06/04/2013, 05/11/2011","11/22/2013, 05/11/2011",0,1,"06/04/2013, 12/05/2013",1,0,"43714 CHALLENGER WAY, LANCASTER, CA 93535","43714 Challenger Way, Lancaster, CA 93535, USA",34.6760258,-118.1123894,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197401581,ANTELOPE VALLEY COLLEGE CHILD DEV. CENTER,ANTELOPE VALLEY COLLEGE CHILD DEV. CENTER,"ORLIC-BABIC, KATARINA",(661) 722-6500,3041 WEST AVENUE K,LANCASTER,CA,93536,Los Angeles,30,60,Licensed,8/18/95,,12/5/14,3,0,10,13,"12/05/2014, 12/05/2013, 12/05/2013, 05/02/2013, 06/13/2012, 06/13/2012, 09/20/2011, 07/25/2011, 07/25/2011, 11/18/2010, 11/01/2010, 11/01/2010, 06/22/2010","12/05/2014, 12/05/2013, 07/25/2011",0,1,"12/05/2013, 05/02/2013, 06/13/2012, 06/13/2012, 09/20/2011, 07/25/2011, 11/18/2010, 11/01/2010, 11/01/2010, 06/22/2010",0,0,"3041 WEST AVENUE K, LANCASTER, CA 93536","Antelope Valley College - Math / Engineering, 3041 West Avenue K, Lancaster, CA 93536, USA",34.6777331,-118.1859339,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197409681,LA PETITE ACADEMY,LA PETITE ACADEMY INC.,"WARD, AIMEE",(661) 945-1800,43741 CHALLENGER WAY,LANCASTER,CA,93535,Los Angeles,30,10,Licensed,1/17/03,,1/23/13,1,0,0,1,1/23/13,1/23/13,0,0,,0,0,"43741 CHALLENGER WAY, LANCASTER, CA 93535","43741 Challenger Way, Lancaster, CA 93535, USA",34.677922,-118.113089,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197409310,LANCASTER-SIERRA ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 942-4382,747 WEST AVE. J-12,LANCASTER,CA,93534,Los Angeles,30,96,Licensed,10/8/02,,9/20/12,1,0,2,3,"09/20/2012, 10/15/2010, 10/15/2010",9/20/12,0,0,"10/15/2010, 10/15/2010",0,0,"747 WEST AVE. J-12, LANCASTER, CA 93534","747 West Avenue J 12, Lancaster, CA 93534, USA",34.6787675,-118.1447345,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197409309,LANCASTER-JOSHUA ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 726-9717,43926 NO. 2ND STREET EAST,LANCASTER,CA,93535,Los Angeles,30,48,Licensed,10/8/02,,12/17/14,2,0,1,3,"12/17/2014, 10/01/2013, 09/22/2011","12/17/2014, 09/22/2011",0,0,10/1/13,1,0,"43926 NO. 2ND STREET EAST, LANCASTER, CA 93535","43926 2nd Street East, Lancaster, CA 93535, USA",34.680418,-118.126851,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197407546,NOAH'S ARK PRESCHOOL-QUARTZ HILL FOURSQUARE CHURCH,INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,"THOMPSON, MICHELLE",(661) 943-4440,6015 WEST AVEUNE J-8,LANCASTER,CA,93536,Los Angeles,30,60,Licensed,5/8/00,,3/13/14,3,0,1,4,"03/13/2014, 06/23/2011, 06/03/2011, 05/24/2011","03/13/2014, 06/03/2011, 05/24/2011",0,2,6/23/11,0,0,"6015 WEST AVEUNE J-8, LANCASTER, CA 93536","6015 West Avenue J-8, Lancaster, CA 93536, USA",34.6820753,-118.2366167,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197406779,LANCASTER-SUNNYDALE ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 951-2250,1233 WEST AVENUE J-8,LANCASTER,CA,93534,Los Angeles,30,22,Licensed,7/7/99,,12/18/13,2,0,0,2,"12/18/2013, 02/22/2011","12/18/2013, 02/22/2011",0,0,,0,0,"1233 WEST AVENUE J-8, LANCASTER, CA 93534","1233 West Avenue J-8, Lancaster, CA 93534, USA",34.6821877,-118.1530666,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197409311,LANCASTER-WEST WIND ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 940-8992,44044 NORTH 36TH STREET WEST,"LANCASTER,",CA,93536,Los Angeles,30,44,Licensed,10/8/02,,6/14/12,2,0,3,5,"06/14/2012, 02/10/2012, 02/10/2012, 01/28/2010, 01/19/2009","02/10/2012, 01/28/2010",0,0,"06/14/2012, 02/10/2012, 01/19/2009",0,0,"44044 NORTH 36TH STREET WEST, LANCASTER,, CA 93536","44044 36th Street West, Lancaster, CA 93536, USA",34.6831119,-118.1946618,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197411391,LANCASTER UNITED METHODIST CHILDRENS CENTER,LANCASTER UNITED METHODIST CHURCH,"DORIA, APRIL",(661) 942-0812,918 W. AVE. J,LANCASTER,CA,93534,Los Angeles,30,41,Licensed,5/26/04,,7/2/14,4,2,3,9,"07/02/2014, 04/11/2014, 06/12/2013, 05/23/2013, 05/23/2013, 06/13/2012, 04/13/2012, 05/24/2011, 06/24/2010","05/23/2013, 04/13/2012, 05/24/2011, 06/24/2010",0,0,"06/12/2013, 05/23/2013, 06/13/2012",0,0,"918 W. AVE. J, LANCASTER, CA 93534","918 West Avenue J, Lancaster, CA 93534, USA",34.68868,-118.146435,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197411390,LANCASTER UNITED METHODIST CHILDRENS CENTER,LANCASTER UNITED METHODIST CHURCH,"DORIA, APRIL",(661) 942-0812,918 W. AVE J,LANCASTER,CA,93534,Los Angeles,30,12,Licensed,5/26/04,,6/6/13,1,0,1,2,"06/06/2013, 02/28/2012",6/6/13,0,2,2/28/12,0,0,"918 W. AVE J, LANCASTER, CA 93534","918 West Avenue J, Lancaster, CA 93534, USA",34.68868,-118.146435,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191201899,LANCASTER UNITED METHODIST CHURCH PRE SCHOOL,LANCASTER UNITED METHODIST CHURCH,"LEIGHTON, PENNIE",(661) 942-0812,918 WEST AVENUE J,LANCASTER,CA,93534,Los Angeles,30,58,Licensed,9/9/95,,7/2/14,1,4,2,7,"07/02/2014, 07/02/2014, 04/11/2014, 06/13/2012, 05/09/2012, 09/16/2011, 08/18/2011",5/9/12,0,3,"07/02/2014, 06/13/2012",0,1,"918 WEST AVENUE J, LANCASTER, CA 93534","918 West Avenue J, Lancaster, CA 93534, USA",34.68868,-118.146435,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197418482,KIDZ ROCK CHILD CARE,CATHY PULLUM,KAREN JONES,(661) 718-6773,1825 W. AVE J #123,LANCASTER,CA,93534,Los Angeles,30,63,Licensed,12/12/12,,10/10/14,2,2,1,5,"10/10/2014, 05/13/2014, 01/09/2014, 04/30/2013, 04/30/2013","10/10/2014, 01/09/2014",0,0,5/13/14,0,0,"1825 W. AVE J #123, LANCASTER, CA 93534","1825 West Avenue J #123, Lancaster, CA 93534, USA",34.6897843,-118.1643873,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197418483,KIDZ ROCK CHILD CARE,CATHY PULLUM,KAREN JONES,(661) 718-6773,1825 W. AVE J #123,LANCASTER,CA,93534,Los Angeles,30,45,Licensed,12/12/12,,10/10/14,2,0,1,3,"10/10/2014, 01/09/2014, 11/06/2012","10/10/2014, 01/09/2014",0,0,11/6/12,0,0,"1825 W. AVE J #123, LANCASTER, CA 93534","1825 West Avenue J #123, Lancaster, CA 93534, USA",34.6897843,-118.1643873,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197403568,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS,LLC",SARAH YEPEZ,(661) 948-1767,44400 FOXTON,LANCASTER,CA,93535,Los Angeles,30,24,Licensed,5/1/97,,4/25/12,1,3,1,5,"04/25/2012, 01/26/2012, 12/14/2011, 11/15/2011, 04/16/2010",4/25/12,0,1,4/16/10,0,0,"44400 FOXTON, LANCASTER, CA 93535","44400 Foxton Avenue, Lancaster, CA 93535, USA",34.6898288,-118.1242585,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197403567,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS,LLC",SARAH YEPEZ,(661) 948-1767,44400 FOXTON,LANCASTER,CA,93535,Los Angeles,30,28,Licensed,5/1/97,,8/30/13,2,0,1,3,"08/30/2013, 07/21/2010, 04/16/2010","08/30/2013, 07/21/2010",0,0,4/16/10,0,0,"44400 FOXTON, LANCASTER, CA 93535","44400 Foxton Avenue, Lancaster, CA 93535, USA",34.6898288,-118.1242585,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197403566,KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS,LLC",CHRISTINA LUEDTKE,(661) 948-1767,44400 FOXTON,LANCASTER,CA,93535,Los Angeles,30,66,Licensed,5/1/97,,10/24/14,1,5,1,7,"10/24/2014, 09/25/2014, 11/01/2012, 11/01/2012, 08/17/2012, 01/26/2012, 04/16/2010",1/26/12,0,0,4/16/10,0,0,"44400 FOXTON, LANCASTER, CA 93535","44400 Foxton Avenue, Lancaster, CA 93535, USA",34.6898288,-118.1242585,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192001282,LANCASTER-EL DORADO ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 726-7417,361 E. PONDERA AVENUE,LANCASTER,CA,93534,Los Angeles,30,48,Licensed,2/7/00,,11/6/14,2,0,2,4,"11/06/2014, 10/17/2012, 11/16/2011, 10/07/2011","11/06/2014, 10/17/2012",0,0,"11/16/2011, 10/07/2011",1,0,"361 E. PONDERA AVENUE, LANCASTER, CA 93534","361 West Pondera Street, Lancaster, CA 93534, USA",34.6902154,-118.1336795,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191201725,"DESERT MONTESSORI ACADEMY, INC","DESERT MONTESSORI ACADEMY, INC","SANCHEZ, SHARLA",(661) 942-0218,44503 NORTH FERN,LANCASTER,CA,93534,Los Angeles,30,24,Licensed,7/30/93,,9/22/11,1,0,0,1,9/22/11,9/22/11,0,0,,0,0,"44503 NORTH FERN, LANCASTER, CA 93534","44503 Fern Avenue, Lancaster, CA 93534, USA",34.6907479,-118.1437571,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419495,CENTRAL CHRISTIAN CHURCH-LEARNING PLANET,CENTRAL CHRISTIAN CHURCH OF ANTELOPE VALLEY,"BAYWOOD, KIM",(661) 945-7902,44502 32ND STREET WEST,LANCASTER,CA,93536,Los Angeles,30,100,Pending,,,,0,0,0,0,,,0,0,,0,0,"44502 32ND STREET WEST, LANCASTER, CA 93536","44502 32nd Street West, Lancaster, CA 93536, USA",34.6930076,-118.1881899,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191223870,GRACE LUTHERAN SCHOOL,GRACE LUTHERAN CHURCH,LINDA GATER,(661) 948-1018,856 NEWGROVE STREET,LANCASTER,CA,93534,Los Angeles,30,30,Licensed,10/1/90,,8/7/14,2,0,1,3,"08/07/2014, 12/06/2011, 10/13/2011","08/07/2014, 10/13/2011",0,3,12/6/11,0,0,"856 NEWGROVE STREET, LANCASTER, CA 93534","856 West Newgrove Street, Lancaster, CA 93534, USA",34.693525,-118.145833,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197410318,LANCASTER MONTESSORI SCHOOL,"ARSECULERATNE, SUJATHA","ARSECULERATNE, S.",(661) 723-0026,933 WEST NEWGROVE STREET,LANCASTER,CA,93534,Los Angeles,30,13,Licensed,9/2/03,,7/3/13,1,0,0,1,7/3/13,7/3/13,0,2,,0,0,"933 WEST NEWGROVE STREET, LANCASTER, CA 93534","933 West Newgrove Street, Lancaster, CA 93534, USA",34.693921,-118.147614,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197401859,LANCASTER MONTESSORI SCHOOL,"ARSECULERATNE, SUJATHA & UBALD","ARSECULERATNE, S. & U.",(661) 723-0026,933 WEST NEW GROVE ST,LANCASTER,CA,93534,Los Angeles,30,40,Licensed,12/21/95,,10/9/14,4,0,3,7,"10/09/2014, 02/27/2014, 06/25/2013, 06/12/2013, 11/09/2011, 01/12/2011, 12/21/2010","10/09/2014, 02/27/2014, 11/09/2011, 12/21/2010",1,5,"06/25/2013, 06/12/2013, 01/12/2011",0,2,"933 WEST NEW GROVE ST, LANCASTER, CA 93534","933 West Newgrove Street, Lancaster, CA 93534, USA",34.693921,-118.147614,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197407329,"LEARNING TREE PRE-SCHOOL, THE",DESERT CHRISTIAN MINISTRIES,KAREN ALLEN,(661) 948-5071,44662 N. 15TH STREET WEST,LANCASTER,CA,93534,Los Angeles,30,200,Licensed,2/24/00,,11/18/14,1,2,8,11,"11/18/2014, 11/18/2014, 10/24/2014, 09/12/2014, 08/18/2014, 08/18/2014, 07/17/2014, 05/09/2014, 02/02/2012, 05/27/2011, 04/25/2011",2/2/12,0,0,"11/18/2014, 11/18/2014, 10/24/2014, 09/12/2014, 08/18/2014, 07/17/2014, 05/27/2011, 04/25/2011",5,0,"44662 N. 15TH STREET WEST, LANCASTER, CA 93534","44662 15th Street West, Lancaster, CA 93534, USA",34.6948425,-118.1559752,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419664,KIDS' CORNER PRESCHOOL,JAMES B. LEE,JAMES B. LEE,(661) 946-4668,4020 LANCASTER BLVD.,LANCASTER,CA,93535,Los Angeles,30,50,Pending,,,,0,0,0,0,,,0,0,,0,0,"4020 LANCASTER BLVD., LANCASTER, CA 93535","4020 East Lancaster Boulevard, Lancaster, CA 93535, USA",34.6956574,-118.058561,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197418578,GLOBAL CITIZEN KIDS,TRINA SMITH,TRINA SMITH,(661) 723-3734,44832 N.CEDAR AVENUE,LANCASTER,CA,93534,Los Angeles,30,36,Licensed,3/20/13,,8/14/14,1,0,2,3,"08/14/2014, 02/28/2014, 03/12/2013",2/28/14,0,0,"08/14/2014, 03/12/2013",0,0,"44832 N.CEDAR AVENUE, LANCASTER, CA 93534","44832 Cedar Avenue, Lancaster, CA 93534, USA",34.697311,-118.138986,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197408240,PALMDALE SCH. DIST.-TIERRA BONITA (NO.) HEAD START,PALMDALE SCHOOL DISTRICT,"RUSH, CAROL",(661) 273-4710,44900 27TH STREET EAST,LANCASTER,CA,93535,Los Angeles,30,24,Licensed,7/11/01,,9/13/13,1,0,0,1,9/13/13,9/13/13,0,2,,0,0,"44900 27TH STREET EAST, LANCASTER, CA 93535","44900 27th Street East, Lancaster, CA 93535, USA",34.6989597,-118.0813922,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192006365,LANCASTER-LINDA VERDE ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 942-5862,44924 N. 5TH STREET EAST,LANCASTER,CA,93535,Los Angeles,30,48,Licensed,10/9/01,,12/17/14,2,3,1,6,"12/17/2014, 11/15/2012, 11/15/2012, 10/11/2012, 05/21/2012, 02/22/2011","12/17/2014, 02/22/2011",0,1,5/21/12,1,0,"44924 N. 5TH STREET EAST, LANCASTER, CA 93535","44924 5th Street East, Lancaster, CA 93535, USA",34.6994154,-118.1209875,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192001286,LANCASTER-MONTE VISTA ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 726-9727,1235 WEST KETTERING,LANCASTER,CA,93534,Los Angeles,30,24,Licensed,2/7/00,,2/14/13,1,0,1,2,"02/14/2013, 02/10/2012",2/14/13,0,0,2/10/12,0,0,"1235 WEST KETTERING, LANCASTER, CA 93534","1235 West Kettering Street, Lancaster, CA 93534, USA",34.6996617,-118.1523049,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191870871,LOCKE EARLY EDUCATION CENTER,LAUSD/EARLY CHILDHOOD EDUCATION,"WASHINGTON,TRAC/MITCHELL,D",(323) 755-0721,320 E 111'TH STREET,LOS ANGELES,CA,90061,Los Angeles,33,194,Licensed,3/3/86,,5/8/13,1,0,1,2,"10/10/2012, 05/08/2013",10/10/12,0,0,5/8/13,0,0,"320 E 111'TH STREET, LOS ANGELES, CA 90061","247 Th Street, Lancaster, CA 93535, USA",34.710143,-117.6909404,GEOMETRIC_CENTER,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197406778,LANCASTER-MARIPOSA ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 942-8418,737 W. AVE. H-6,LANCASTER,CA,93534,Los Angeles,30,22,Licensed,7/7/99,,1/25/12,1,0,1,2,"01/25/2012, 01/25/2012",1/25/12,0,0,1/25/12,0,0,"737 W. AVE. H-6, LANCASTER, CA 93534","737 West Avenue H-6, Lancaster, CA 93534, USA",34.713844,-118.1454743,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,192001284,LANCASTER-LINCOLN ELEMENTARY STATE PRESCHOOL,LANCASTER SCHOOL DISTRICT,"LESTER, STEPHANIE",(661) 723-2019,1331 E. AVE J-8,LANCASTER,CA,93534,Los Angeles,30,92,Licensed,2/7/00,,6/14/12,1,0,4,5,"06/14/2012, 01/12/2012, 01/12/2012, 01/06/2012, 04/19/2011",1/12/12,0,0,"06/14/2012, 01/12/2012, 01/06/2012, 04/19/2011",1,0,"1331 E. AVE J-8, LANCASTER, CA 93534","1331 West Avenue E-8, Lancaster, CA 93534, USA",34.7552596,-118.1522377,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197404084,PALMDALE U.S.D.-FIRST CHRISTIAN HEADSTART,PALMDALE SCHOOL DISTRICT,CAROL RUSH,(661) 273-4710,1702 E. AVE. J,LANCASTER,CA,93534,Los Angeles,30,40,Licensed,9/26/97,,2/26/14,1,2,1,4,"02/26/2014, 12/10/2013, 11/21/2013, 03/14/2012",3/14/12,0,0,11/21/13,0,0,"1702 E. AVE. J, LANCASTER, CA 93534","1702 West Avenue East, Lancaster, CA 93534, USA",34.7623656,-118.1744678,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198017771,"HSA PASITOS\\ HEAD START HEROS PRESCHOOL CENTER\\\\""\""",HUMAN SERVICES ASSOCIATION,ZAYRA RODRIGUEZ,(323) 513-0594,9501 CALIFORNIA AVENUE,SOUTH GATE,CA,90280,Los Angeles,33,30,Licensed,1/28/14,,1/22/14,0,0,1,1,1/22/14,,0,0,1/22/14,0,0,"9501 CALIFORNIA AVENUE""",SOUTH GATE,"CA 90280\"",9501 California Avenue", South Gate, CA 90280," USA""",33.9487289,-118.2074234,ROOFTOP,0,,NULL,NULL,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,,,,,NULL,NULL
1/8/15,DAY CARE CENTER,198017770,"HSA PASITOS\\ HEAD START SCHOLAR PRESCHOOL CENTER\\\\""\""",HUMAN SERVICES ASSOCIATION,LETICIA RICO-NUNEZ,(323) 249-0368,8692 VIRGINIA AVENUE,SOUTH GATE,CA,90280,Los Angeles,33,60,Licensed,1/10/14,,12/29/14,0,0,1,1,1/8/14,,0,0,1/8/14,0,0,"8692 VIRGINIA AVENUE""",SOUTH GATE,"CA 90280\"",8692 Virginia Avenue", South Gate, CA 90280," USA""",33.9547787,-118.207145,ROOFTOP,0,,NULL,NULL,,,,,NULL,NULL,NULL,NULL,,,NULL,NULL,,NULL,NULL,,,,,NULL,NULL
